Rank,Institution,Country,academic_reputation_score,academic_reputation_rank,employer_reputation_score,"Employer Reputation
 RANK","Faculty Student
 SCORE","Faculty Student
 RANK","Citations per Faculty
 SCORE","Citations per Faculty
 RANK","International Faculty
 SCORE","International Faculty
 RANK","International Students
 SCORE","International Students
 RANK","International Research Network
 SCORE","International Research Network
 RANK","Employment Outcomes
 SCORE","Employment Outcomes
 RANK","Sustainability
 Score","Sustainability
 Rank",Overall
1001-1200,Universidad del Pacífico,Peru,7,601+,28,342,3,701+,3.1,701+,9.4,701+,2.2,701+,5.3,701+,16.6,623,1.5,701+,-
1001-1200,Universidad del Valle,Colombia,18.1,500,8.2,601+,7.7,701+,1.9,701+,2.1,701+,1.3,701+,20.5,701+,21.4,535,1.7,701+,-
1001-1200,Universidad Diego Portales (UDP),Chile,14.7,591,14.9,560,8.6,701+,3.7,701+,13.1,701+,2.9,701+,39.6,701+,6.2,701+,2.3,701+,-
1001-1200,Universidad ICESI,Colombia,5.7,601+,6.1,601+,78.6,146,1.6,701+,3.7,701+,2.5,701+,8.7,701+,9.7,701+,1,701+,-
1001-1200,Universidad Nacional de Cuyo,Argentina,12.9,601+,6.1,601+,23,623,1.6,701+,1.8,701+,13.9,643,27.4,701+,10.3,701+,8.4,698=,-
1001-1200,Universidad Nacional de la Asunción,Paraguay,6.1,601+,5.3,601+,31.7,500,1.1,701+,1.3,701+,1.7,701+,11.8,701+,69,166,1.1,701+,-
1001-1200,Universidad Nacional de San Luis,Argentina,3.8,601+,1.4,601+,73.8,174,1.2,701+,,,,,9.8,701+,1.2,701+,1,701+,-
1001-1200,Universidad Nacional del Centro de la Provincia de Buenos Aires (UNICEN),Argentina,5.5,601+,2.5,601+,76.8,154,1.3,701+,,,,,13.9,701+,1.3,701+,1,701+,-
1001-1200,Universidad Peruana Cayetano Heredia (UPCH),Peru,9.5,601+,8.5,601+,45.5,340,2.2,701+,1.8,701+,1.4,701+,28.9,701+,3.8,701+,9.8,672=,-
1001-1200,Universidad Rey Juan Carlos,Spain,7.9,601+,8.3,601+,7.2,701+,4.5,701+,16.5,645,12.4,669,62.9,589,7,701+,24,498=,-
1001-1200,Universidad Simón Bolívar (USB),Venezuela,13.7,601+,15.9,535,14.4,701+,2.6,701+,1.7,701+,1,701+,11.5,701+,11.2,701+,1,701+,-
1001-1200,Universidad Tecnológica de Panamá (UTP),Panama,7.8,601+,17.8,493,27.2,556,1.1,701+,4.1,701+,3.9,701+,4.9,701+,6.1,701+,1.1,701+,-
1001-1200,Universidad Tecnológica Nacional (UTN),Argentina,4.5,601+,14.3,575,49.7,314,1.1,701+,,,1.5,701+,11.4,701+,6.7,701+,1,701+,-
1001-1200,Universidade da Coruña ,Spain,5.9,601+,4.8,601+,24.2,606,7.3,701+,2.9,701+,4.5,701+,56.1,676,1.8,701+,23.2,505=,-
1001-1200,Universidade Federal de Pernambuco (UFPE) ,Brazil,11.6,601+,2.4,601+,15.5,701+,4.1,701+,1.5,701+,1.2,701+,55.1,696,3.7,701+,1.2,701+,-
1001-1200,Universidade Federal de São Carlos (UFSCar),Brazil,11.8,601+,6.4,601+,15.5,701+,17.8,585,2.6,701+,1.6,701+,45.5,701+,1.8,701+,2.7,701+,-
1001-1200,Universidade Federal do Paraná - UFPR,Brazil,13,601+,5.8,601+,20.1,669,5.2,701+,2.9,701+,6,701+,52.6,701+,9.6,701+,2,701+,-
1001-1200,Universidade Federal Fluminense ,Brazil,9.6,601+,2.5,601+,12.8,701+,3.6,701+,6.3,701+,1.2,701+,52.2,701+,10.9,701+,13.1,613=,-
1001-1200,"Universita' degli Studi ""G. d'Annunzio"" Chieti Pescara",Italy,3.7,601+,1.6,601+,3.3,701+,29.3,443,3.8,701+,2.8,701+,58.5,651,1.2,701+,1.2,701+,-
1001-1200,Università degli Studi di Udine,Italy,7.1,601+,2.7,601+,11.3,701+,16.7,611,4.2,701+,3.7,701+,53.5,701+,1.9,701+,4.3,701+,-
1001-1200,Università del Salento,Italy,7.1,601+,1.7,601+,6.9,701+,21.7,535,1.7,701+,1.5,701+,65.2,551,1.6,701+,2.7,701+,-
1001-1200,Universitas Hasanuddin,Indonesia,14.3,601+,13,601+,22.2,633,1.3,701+,8.8,701+,1.4,701+,15.9,701+,15,661,1.1,701+,-
1001-1200,Universitas Sebelas Maret,Indonesia,12.9,601+,16.3,520,16,701+,1.5,701+,17.1,640,2.8,701+,14.9,701+,2.4,701+,9.3,683=,-
1001-1200,Universitat de Lleida,Spain,6,601+,2,601+,19.2,691,13,666,5.5,701+,9.6,701+,51.8,701+,3,701+,38.5,381=,-
1001-1200,Universität Siegen,Germany,4.5,601+,1.7,601+,9.2,701+,6.8,701+,57.7,332,28,444,40,701+,3.9,701+,1.2,701+,-
1001-1200,Université de Caen Normandie,France,8.8,601+,2.8,601+,6.6,701+,6.3,701+,8.1,701+,6.2,701+,74.6,415,2.1,701+,1.9,701+,-
1001-1200,Université de Poitiers,France,7.9,601+,1.7,601+,5.4,701+,5.2,701+,,,26.4,458,75.3,404,6.7,701+,2.1,701+,-
1001-1200,Université de Sfax,Tunisia,7,601+,4.1,601+,44,354,3.7,701+,1.1,701+,3.2,701+,50.8,701+,10.3,701+,8,701+,-
1001-1200,Université de Sousse,Tunisia,4.5,601+,1.8,601+,51.1,301,1.7,701+,1.1,701+,2.2,701+,37,701+,3.9,701+,1,701+,-
1001-1200,Université de Toulouse II-Le Mirail,France,9.4,601+,2.7,601+,1.3,701+,7.1,701+,27.2,515,19.7,547,67,522,2.1,701+,1.2,701+,-
1001-1200,Université de Tunis,Tunisia,7.2,601+,3.9,601+,19.4,688,1.9,701+,2,701+,1.8,701+,27,701+,48.1,266,1,701+,-
1001-1200,Université Lumière Lyon 2,France,10.1,601+,2.5,601+,4.5,701+,6.2,701+,26.7,519,35.5,386,59.1,642,1.3,701+,1.7,701+,-
1001-1200,Université Mohammed V de Rabat,Morocco,3.7,601+,3.3,601+,1.5,701+,4.5,701+,3.8,701+,2.6,701+,77.7,367,70.1,158,2.9,701+,-
1001-1200,Université Paris-Nanterre,France,11.4,601+,2.6,601+,3.3,701+,2.5,701+,8.6,701+,1.4,701+,56.9,665,29.1,426,1.6,701+,-
1001-1200,Universiti Malaysia Sabah (UMS),Malaysia,14.7,592,8.9,601+,8.5,701+,3.7,701+,10.2,701+,4.7,701+,28.2,701+,3.8,701+,1.4,701+,-
1001-1200,Universiti Malaysia Sarawak (UNIMAS),Malaysia,13.2,601+,7.3,601+,13.1,701+,3.2,701+,34.8,461,10.5,701+,28.9,701+,3.7,701+,9.1,686=,-
1001-1200,Universiti Malaysia Terengganu (UMT),Malaysia,10.5,601+,4.3,601+,12,701+,12.2,685,11.1,701+,12.1,676,50.2,701+,3.7,701+,18.2,553=,-
1001-1200,Universiti Tun Hussein Onn University of Malaysia (UTHM),Malaysia,10.3,601+,6.2,601+,9.9,701+,8.6,701+,6.3,701+,6.5,701+,43.8,701+,3.8,701+,10.3,658=,-
1001-1200,University of Arkansas Fayetteville ,United States,5.8,601+,3.5,601+,6.3,701+,11.9,696,4.8,701+,3,701+,51.6,701+,15.4,646,3.8,701+,-
1001-1200,University of Derby,United Kingdom,4.8,601+,4.8,601+,10.7,701+,5.1,701+,29.1,501,45.5,322,45.7,701+,2.1,701+,2.4,701+,-
1001-1200,University of Deusto,Spain,6.3,601+,24.9,381,4.6,701+,7.8,701+,4.7,701+,14.5,633,24.2,701+,45,283,1.1,701+,-
1001-1200,University of Hradec Kralove,Czech Republic,5,601+,2.5,601+,22.4,626,5.4,701+,51.4,361,3.2,701+,41.3,701+,4.2,701+,1,701+,-
1001-1200,University of Ibadan,Nigeria,9.9,601+,7.8,601+,5.2,701+,3.5,701+,,,,,65.8,545,69.3,164,2.2,701+,-
1001-1200,University of Idaho,United States,3.1,601+,1.4,601+,9.9,701+,32.6,403,4.6,701+,5.9,701+,32.5,701+,3.5,701+,3.4,701+,-
1001-1200,University of Ioannina,Greece,7.2,601+,3.8,601+,1.5,701+,19.5,561,1.7,701+,2.5,701+,61.3,612,3.6,701+,2,701+,-
1001-1200,University of Karachi,Pakistan,11.6,601+,16.1,529,1.6,701+,4.9,701+,3.5,701+,1.1,701+,36.8,701+,42.8,299,1.2,701+,-
1001-1200,University of Khartoum,Sudan,6.1,601+,4,601+,6.7,701+,2.6,701+,,,1.4,701+,45,701+,74.1,143,1,701+,-
1001-1200,University of Lagos,Nigeria,8.4,601+,7.5,601+,2.2,701+,2.6,701+,,,,,34,701+,87.6,91,1.3,701+,-
1001-1200,University of Louisville,United States,3.5,601+,3.2,601+,30.5,513,7.7,701+,24.8,539,3.2,701+,59,644,5.1,701+,2.4,701+,-
1001-1200,University of Massachusetts Boston,United States,11,601+,7.7,601+,9.8,701+,19.7,558,4.5,701+,14.8,629,32.2,701+,2.9,701+,8.4,698=,-
1001-1200,"University of Missouri, Kansas City",United States,4.4,601+,4.4,601+,14.3,701+,16.9,606,4.1,701+,20,542,29.3,701+,6.6,701+,1.8,701+,-
1001-1200,University of Naples Parthenope,Italy,3.8,601+,1.9,601+,3.3,701+,42.4,325,1.7,701+,2.1,701+,30.8,701+,1.7,701+,3,701+,-
1001-1200,University of New England Australia,Australia,10.7,601+,7.2,601+,3.7,701+,14.7,641,4.6,701+,3.3,701+,62.9,587,9.8,701+,10.8,650=,-
1001-1200,University of New Hampshire,United States,5,601+,4.1,601+,12.2,701+,16.9,605,7,701+,2.5,701+,41.7,701+,7.1,701+,5.5,701+,-
1001-1200,University of North Carolina at Charlotte,United States,5.1,601+,5.8,601+,5,701+,13.4,662,8.7,701+,6.2,701+,65,556,7.8,701+,4.2,701+,-
1001-1200,University of North Texas,United States,6.9,601+,5,601+,3.1,701+,17.2,595,3.5,701+,24.8,480,58,656,21.1,544,3.8,701+,-
1001-1200,University of Novi Sad,Serbia,8.4,601+,5.9,601+,8.8,701+,3.6,701+,,,,,79.4,334,21.3,538,1.2,701+,-
1001-1200,University of Rhode Island ,United States,5.6,601+,3.5,601+,6.7,701+,16.2,618,5.2,701+,2.6,701+,48.9,701+,11.8,701+,54.1,294,-
1001-1200,University of Sarajevo ,Bosnia and Herzegovina,4.4,601+,1.6,601+,4.6,701+,1.9,701+,,,2.8,701+,46.5,701+,83.6,107,1,701+,-
1001-1200,University of Seoul ,South Korea,11,601+,9.7,601+,36.7,436,8.8,701+,5.5,701+,6.9,701+,24,701+,5.3,701+,4.9,701+,-
1001-1200,University of Tabuk,Saudi Arabia,5.2,601+,2.4,601+,18.7,701+,3,701+,92.4,174,2.2,701+,38,701+,2.2,701+,1,701+,-
1001-1200,University of Texas at San Antonio,United States,6,601+,3,601+,3.9,701+,22.8,522,8.8,701+,2.7,701+,60.5,629,5.1,701+,3.8,701+,-
1001-1200,University of Texas El Paso ,United States,4.4,601+,2.6,601+,5.7,701+,14.2,650,9,701+,5.3,701+,66.2,535,3,701+,2.9,701+,-
1001-1200,University of the Free State,South Africa,6.1,601+,5.8,601+,3.4,701+,8.8,701+,,,4.4,701+,92.4,130,11.6,701+,1.7,701+,-
1001-1200,University of the Sunshine Coast ,Australia,3.6,601+,1.9,601+,2.6,701+,25.2,496,2.7,701+,16.4,598,48.3,701+,1.6,701+,6.5,701+,-
1001-1200,University of Toledo,United States,3.7,601+,3,601+,9.6,701+,18.2,582,6,701+,10.4,701+,45.4,701+,7.7,701+,1.7,701+,-
1001-1200,University of Tulsa,United States,3.2,601+,2.1,601+,35.1,450,11.5,701+,7,701+,17.8,581,20.4,701+,13.7,701+,1.1,701+,-
1001-1200,University of Vermont,United States,3.1,601+,2.2,601+,34.9,456,15.6,628,6.8,701+,2.4,701+,62.8,590,9.5,701+,8.1,701+,-
1001-1200,University of Warmia and Mazury in Olsztyn,Poland,6.9,601+,8.9,601+,28.6,539,3.7,701+,2,701+,2.7,701+,40.6,701+,3.2,701+,7.1,701+,-
1001-1200,University of Wolverhampton,United Kingdom,3.2,601+,2.7,601+,10.2,701+,8.3,701+,33.3,475,69.2,214,45.7,701+,4.7,701+,1.3,701+,-
1001-1200,University of Wyoming,United States,3.2,601+,1.6,601+,28.4,545,21.1,542,6.8,701+,4,701+,52.2,701+,6.5,701+,3.6,701+,-
1001-1200,University of Žilina,Slovakia,6.6,601+,1.8,601+,60.1,239,6.6,701+,2,701+,6,701+,19.3,701+,4.6,701+,1,701+,-
1001-1200,Utah State University ,United States,6.2,601+,2,601+,5.4,701+,22.4,527,1.1,701+,1.6,701+,54.7,700,7.6,701+,7.4,701+,-
1001-1200,VSB - Technical University of Ostrava,Czech Republic,6,601+,10.5,601+,18.6,701+,4.7,701+,11.3,701+,28.3,442,50.2,701+,3.9,701+,4.6,701+,-
1001-1200,Warsaw University of Life Sciences – SGGW (WULS-SGGW),Poland,6.6,601+,4.4,601+,18.8,701+,6.8,701+,2.3,701+,6.4,701+,74.4,416,3,701+,6.9,701+,-
1001-1200,West Virginia University,United States,5.6,601+,4.7,601+,12.8,701+,18.5,575,5.8,701+,4.2,701+,66.7,528,14.3,686,6.7,701+,-
1001-1200,Xi'an Jiaotong Liverpool University,China (Mainland),4.2,601+,1.9,601+,6.2,701+,5.6,701+,94.8,151,2.8,701+,37.8,701+,1.5,701+,1.5,701+,-
1001-1200,Yokohama National University,Japan,9.3,601+,16.4,519,18.3,701+,6.6,701+,10.1,701+,7.8,701+,26.5,701+,17.8,603,2.8,701+,-
1201-1400,Al-Balqa Applied University,Jordan,5.8,601+,6.6,601+,4.8,701+,2.7,701+,7.6,701+,2.5,701+,32.9,701+,3.9,701+,6.7,701+,-
1201-1400,Alexandru Ioan Cuza University,Romania,7.5,601+,11.9,601+,5.5,701+,3,701+,3.5,701+,9.6,701+,40.2,701+,14.3,684,3.2,701+,-
1201-1400,Anadolu University,Turkey,4.9,601+,3.9,601+,13.1,701+,2.6,701+,1.8,701+,2.9,701+,17.5,701+,13.9,697,1,701+,-
1201-1400,Aoyama Gakuin University,Japan,7,601+,10.9,601+,5.2,701+,1.8,701+,15.4,663,2.5,701+,6.2,701+,9.5,701+,1,701+,-
1201-1400,Ataturk University,Turkey,5.8,601+,2.3,601+,2.9,701+,4.4,701+,3.2,701+,7.4,701+,39.4,701+,7.8,701+,1.1,701+,-
1201-1400,Atma Jaya Catholic University Jakarta,Indonesia,6.8,601+,7.7,601+,8.7,701+,1.3,701+,3.4,701+,1.2,701+,7.5,701+,18,601,1.1,701+,-
1201-1400,Bahauddin Zakariya University ,Pakistan,6,601+,6.2,601+,1.8,701+,14.6,644,,,1,701+,44.6,701+,4.1,701+,1,701+,-
1201-1400,Beijing Foreign Studies University,China (Mainland),5.7,601+,2.9,601+,25.9,574,1.5,701+,19.6,606,25.8,468,3.4,701+,7.4,701+,1,701+,-
1201-1400,Beijing University of Chinese Medicine,China (Mainland),4.4,601+,1.6,601+,37.2,431,9.4,701+,,,8.8,701+,7.1,701+,3,701+,1,701+,-
1201-1400,Belarusian State University of Informatics and Radioelectronics,Belarus,6.6,601+,17.1,500,15.3,701+,1.2,701+,1.1,701+,9.3,701+,7.4,701+,5.9,701+,,,-
1201-1400,Benemérita Universidad Autónoma de Puebla,Mexico,13.7,601+,5.4,601+,2.8,701+,1.9,701+,2.8,701+,1.3,701+,24.5,701+,2,701+,1.2,701+,-
1201-1400,Birzeit university,"Palestinian Territory, Occupied",7.6,601+,7.1,601+,4.7,701+,2.8,701+,13.4,697,4,701+,20.4,701+,23.2,489,1,701+,-
1201-1400,British University in Egypt,Egypt,6,601+,5.5,601+,25.7,578,2.3,701+,2.6,701+,2.6,701+,12,701+,2.6,701+,1,701+,-
1201-1400,Brock University,Canada,4,601+,6.3,601+,3,701+,13.7,658,2.1,701+,23.8,493,30.9,701+,5.2,701+,2.7,701+,-
1201-1400,Central Michigan University,United States,3.6,601+,3.4,601+,8.2,701+,6.5,701+,2.4,701+,6.9,701+,23.4,701+,7.7,701+,1.2,701+,-
1201-1400,Chaoyang University of Technology,Taiwan,5.5,601+,5.8,601+,4.3,701+,3.9,701+,5.6,701+,5.9,701+,26.5,701+,2,701+,4.3,701+,-
1201-1400,China University of Political Science and Law,China (Mainland),2.7,601+,37.6,251,8,701+,1.2,701+,3.7,701+,1.5,701+,6.1,701+,5.8,701+,1,701+,-
1201-1400,Chitkara University,India,6.1,601+,7.4,601+,15.9,701+,2.2,701+,5.5,701+,3,701+,29.4,701+,1.9,701+,3.3,701+,-
1201-1400,Chittagong University of Engineering and Technology,Bangladesh,8.9,601+,12.4,601+,8.3,701+,5.1,701+,1.4,701+,,,6.7,701+,4.2,701+,1,701+,-
1201-1400,Cleveland State University,United States,4.1,601+,3.1,601+,9.2,701+,4,701+,4,701+,26.2,462,16.7,701+,7.3,701+,1,701+,-
1201-1400,Cukurova University,Turkey,4.9,601+,3.8,601+,5.2,701+,2.6,701+,1.9,701+,3.3,701+,46.2,701+,7.6,701+,2.9,701+,-
1201-1400,CUNY The City College of New York,United States,7.2,601+,3,601+,11.9,701+,11.3,701+,6.7,701+,4.7,701+,24.8,701+,1.5,701+,2.5,701+,-
1201-1400,Daffodil International University,Bangladesh,9.5,601+,19.8,458,3.8,701+,2.8,701+,5,701+,2.9,701+,22,701+,3.7,701+,3.4,701+,-
1201-1400,Damascus University,Syrian Arab Republic,6.1,601+,3.7,601+,1.4,701+,1.2,701+,4,701+,6,701+,18.4,701+,90.2,76,1.1,701+,-
1201-1400,Dokuz Eylül Üniversitesi,Turkey,6.8,601+,7.8,601+,3.5,701+,2.1,701+,2.5,701+,10.7,701+,34.7,701+,6,701+,18.8,548,-
1201-1400,Doshisha University,Japan,8.6,601+,11.4,601+,5.2,701+,1.8,701+,17.6,631,3.7,701+,18.7,701+,19.1,576,1,701+,-
1201-1400,Erciyes Üniversitesi,Turkey,4.4,601+,3,601+,2,701+,5.3,701+,3.1,701+,5.7,701+,45.1,701+,1.7,701+,8.8,692=,-
1201-1400,Escuela Politécnica Nacional,Ecuador,6.9,601+,9.2,601+,16.6,701+,3.4,701+,5,701+,1.6,701+,14.9,701+,5,701+,1.3,701+,-
1201-1400,Feng Chia University,Taiwan,10.8,601+,7.9,601+,4.4,701+,6.1,701+,3.4,701+,4.4,701+,11.2,701+,15.5,643,16.7,566,-
1201-1400,Florida Atlantic University - Boca Raton,United States,4.7,601+,6.2,601+,4.9,701+,9.5,701+,6.8,701+,4.4,701+,44.3,701+,5.8,701+,4.5,701+,-
1201-1400,Fu Jen Catholic University,Taiwan,7.6,601+,6.9,601+,3.6,701+,7,701+,7.6,701+,4.2,701+,16.1,701+,27.1,442,4,701+,-
1201-1400,Fundación CEU San Pablo,Spain,4.4,601+,9.4,601+,15.7,701+,2.3,701+,3.8,701+,47.5,308,15.3,701+,10.5,701+,1,701+,-
1201-1400,German University in Cairo,Egypt,8.3,601+,15.2,552,7,701+,2.2,701+,13.4,698,1.1,701+,12.8,701+,4.4,701+,1,701+,-
1201-1400,Hanoi University of Science and Technology,Vietnam,7.3,601+,7.3,601+,2.4,701+,4.7,701+,4.2,701+,1.2,701+,23.1,701+,23.1,493,3.4,701+,-
1201-1400,Harper Adams University,United Kingdom,4.2,601+,10.3,601+,6.1,701+,6.9,701+,17.4,635,7.6,701+,11.6,701+,1.5,701+,1,701+,-
1201-1400,Helwan University ,Egypt,7.3,601+,12.4,601+,3.6,701+,1.6,701+,1.1,701+,1.6,701+,50.7,701+,13.2,701+,1.5,701+,-
1201-1400,Hongik University ,South Korea,4.2,601+,5.6,601+,9.8,701+,3,701+,16,651,9.6,701+,14.2,701+,4.8,701+,1,701+,-
1201-1400,Hue University,Vietnam,4.6,601+,12.9,601+,3,701+,1.6,701+,4.8,701+,1.4,701+,41.6,701+,4.5,701+,1.1,701+,-
1201-1400,Instituto Tecnológico de Santo Domingo (INTEC),Dominican Republic,1.6,601+,4,601+,35.4,447,1.4,701+,10,701+,4.1,701+,5.6,701+,38.5,332,1,701+,-
1201-1400,Istanbul Aydin University  ,Turkey,4.9,601+,3,601+,12.3,701+,1.4,701+,6.7,701+,52.1,282,7.3,701+,2.1,701+,1.1,701+,-
1201-1400,Istanbul Bilgi Üniversitesi,Turkey,4.9,601+,4.3,601+,13.3,701+,1.7,701+,3.5,701+,20.2,536,6.5,701+,13.3,701+,2.2,701+,-
1201-1400,Ivan Franko National University of Lviv,Ukraine,5.7,601+,12.8,601+,30.2,519,1.3,701+,1.3,701+,1.5,701+,12.6,701+,18.6,591,2,701+,-
1201-1400,Izmir Institute of Technology (IZTECH),Turkey,7.2,601+,4.4,601+,5.8,701+,8.2,701+,3.2,701+,2.1,701+,15.5,701+,2.1,701+,1.6,701+,-
1201-1400,Jahangirnagar University,Bangladesh,9.7,601+,12.7,601+,4,701+,5.7,701+,,,,,29.4,701+,3.8,701+,1.1,701+,-
1201-1400,Jamia Hamdard,India,5.1,601+,1.8,601+,8.4,701+,12.6,678,,,2.1,701+,12.7,701+,1.9,701+,1,701+,-
1201-1400,Jeju National University ,South Korea,3.6,601+,1.9,601+,30,520,7,701+,7.5,701+,5.5,701+,23.1,701+,1.8,701+,15,592=,-
1201-1400,Kazakh Ablai Khan University of International Relations and World Languages,Kazakhstan,7.7,601+,9,601+,40.4,386,1,701+,6.6,701+,4.1,701+,1,701+,3.4,701+,,,-
1201-1400,Kazan National Research Technological University,Russia,5.7,601+,4.1,601+,18.9,701+,1.4,701+,2.7,701+,29.6,434,7.2,701+,3.1,701+,1,701+,-
1201-1400,Kenyatta University,Kenya,7,601+,7.4,601+,1.5,701+,1.3,701+,,,,,13.1,701+,28.4,433,1,701+,-
1201-1400,Kharkiv National University of Radio Electronics ,Ukraine,3.9,601+,12.3,601+,21.6,643,1.5,701+,1.4,701+,5.1,701+,11.9,701+,4.1,701+,1.4,701+,-
1201-1400,Khulna University,Bangladesh,6.9,601+,5,601+,10.5,701+,5.3,701+,,,,,17.8,701+,3.8,701+,1,701+,-
1201-1400,Khulna University of Engineering and Technology,Bangladesh,6.6,601+,11.8,601+,8.7,701+,5.6,701+,,,1,701+,9.4,701+,3.7,701+,1,701+,-
1201-1400,Kindai University (Kinki University),Japan,5.2,601+,4.3,601+,8.4,701+,4.9,701+,15.7,656,1.9,701+,32.2,701+,1.8,701+,2.4,701+,-
1201-1400,King Mongkut\'s Institute of Technology Ladkrabang,Thailand,8.3,601+,3.7,601+,4.2,701+,3.1,701+,16.7,642,2.2,701+,18.5,701+,6.2,701+,1.1,701+,-
1201-1400,King Mongkut's University of Technology North Bangkok,Thailand,8.5,601+,4.9,601+,4.1,701+,3.3,701+,2.8,701+,1.1,701+,23.5,701+,2.5,701+,1.1,701+,-
1201-1400,Kookmin University ,South Korea,3.6,601+,4,601+,35.3,449,2.9,701+,4.9,701+,31.1,419,7.9,701+,2.9,701+,2.9,701+,-
1201-1400,Kwame Nkrumah University of Science and Technology,Ghana,6.9,601+,6,601+,4.8,701+,2,701+,,,,,55.3,691,34.5,366,2.3,701+,-
1201-1400,Kyoto Institute of Technology,Japan,6.1,601+,3.9,601+,14.4,701+,11.7,701+,11.1,701+,9,701+,9.3,701+,1.9,701+,1.1,701+,-
1201-1400,Kyrgyz State Technical University,Kyrgyzstan,14.6,598,7,601+,12,701+,1,701+,2.6,701+,5.8,701+,1.2,701+,22.6,506,,,-
1201-1400,Marquette University,United States,3.4,601+,2.4,601+,21.1,654,9.1,701+,6.2,701+,2.7,701+,35.6,701+,11.2,701+,1.2,701+,-
1201-1400,Meiji University,Japan,6.7,601+,19.2,467,4.4,701+,1.6,701+,10.5,701+,4.6,701+,13.4,701+,17.3,615,1.1,701+,-
1201-1400,Mendeleev University of Chemical Technology,Russia,4.5,601+,3.9,601+,24.2,608,2.8,701+,1.1,701+,9.1,701+,15.3,701+,8.8,701+,1,701+,-
1201-1400,Miami University,United States,3.8,601+,5.4,601+,6.2,701+,7.8,701+,3.4,701+,5.5,701+,25.3,701+,26.1,453,2.2,701+,-
1201-1400,Moscow Pedagogical State University,Russia,7.8,601+,3.6,601+,7.2,701+,1.3,701+,1.2,701+,23.8,494,6.8,701+,1.8,701+,1,701+,-
1201-1400,Nagoya Institute of Technology (NIT),Japan,5.7,601+,2.6,601+,7.5,701+,14.5,645,5.1,701+,4.1,701+,18.3,701+,6,701+,1,701+,-
1201-1400,National Dong Hwa University,Taiwan,9.2,601+,4.5,601+,6.3,701+,5.4,701+,4.9,701+,10.2,701+,9.7,701+,2,701+,1.3,701+,-
1201-1400,National Research University Moscow Power Engineering Institute (MPEI),Russia,6.9,601+,4,601+,12.8,701+,1.9,701+,6.8,701+,41.6,343,21,701+,9.5,701+,1,701+,-
1201-1400,National Taipei University,Taiwan,7.6,601+,4.5,601+,7.8,701+,2.8,701+,2.6,701+,4.5,701+,5,701+,18.9,586,1.1,701+,-
1201-1400,National Taiwan Ocean University,Taiwan,6,601+,3.2,601+,11.9,701+,10.8,701+,7.5,701+,7.6,701+,22.6,701+,3.3,701+,17.5,560,-
1201-1400,Novosibirsk State Technical University,Russia,6,601+,6.4,601+,27.6,553,1.7,701+,1.4,701+,41.7,342,8.4,701+,5.7,701+,1,701+,-
1201-1400,Óbuda University,Hungary,5.5,601+,4.9,601+,2.5,701+,7.8,701+,17.9,629,7.6,701+,29.1,701+,3.8,701+,1,701+,-
1201-1400,Odessa I.I. Mechnikov National University,Ukraine,3.9,601+,2.3,601+,55.4,272,1.3,701+,1.8,701+,3.3,701+,10.3,701+,6.3,701+,1,701+,-
1201-1400,OSMANIA UNIVERSITY,India,5.4,601+,3.7,601+,3.5,701+,21,545,,,5.4,701+,17.2,701+,7.2,701+,1,701+,-
1201-1400,Perm State National Research University,Russia,4.4,601+,1.7,601+,34.5,458,1.5,701+,1.4,701+,8.3,701+,6.3,701+,2,701+,1.2,701+,-
1201-1400,Pondicherry University,India,4.1,601+,2.1,601+,5.4,701+,16.5,616,1.9,701+,1.1,701+,21.1,701+,2.7,701+,5.8,701+,-
1201-1400,Pontificia Universidad Catolica Madre y Maestra,Dominican Republic,4.2,601+,4.1,601+,11.2,701+,1.2,701+,9.4,701+,11.4,688,4.1,701+,45.7,278,1,701+,-
1201-1400,Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS),Brazil,6.3,601+,3.9,601+,12.3,701+,9.4,701+,2.6,701+,1.7,701+,30.5,701+,9.2,701+,1.1,701+,-
1201-1400,Portland State University,United States,4.1,601+,1.7,601+,9.3,701+,9.2,701+,1.6,701+,6.1,701+,44.4,701+,9.7,701+,6.8,701+,-
1201-1400,Pukyong National University ,South Korea,5.7,601+,3.1,601+,12.7,701+,7,701+,6.2,701+,7.1,701+,32.3,701+,1.6,701+,28.4,456=,-
1201-1400,Rajshahi University,Bangladesh,10.4,601+,9.8,601+,3.9,701+,3,701+,1,701+,1.1,701+,16.4,701+,3.7,701+,1.1,701+,-
1201-1400,Rikkyo University,Japan,4,601+,9.6,601+,8.2,701+,2.1,701+,23.7,552,5.6,701+,13.7,701+,5.8,701+,1.2,701+,-
1201-1400,Saitama University,Japan,4.9,601+,1.6,601+,11.5,701+,6.8,701+,9.7,701+,4.9,701+,18.1,701+,1.8,701+,1.1,701+,-
1201-1400,Saken Seifullin Kazakh Agrotechnical University,Kazakhstan,9.7,601+,9.3,601+,27.8,550,1.2,701+,10.1,701+,4.2,701+,2.6,701+,3.4,701+,2,701+,-
1201-1400,San Francisco State University,United States,4.5,601+,3.1,601+,5.7,701+,4,701+,3.4,701+,5,701+,35.6,701+,7.6,701+,1.7,701+,-
1201-1400,Sathyabama Institute of Science and Technology (deemed to be university),India,6.8,601+,3.7,601+,24.8,596,4.3,701+,5.3,701+,3.5,701+,17,701+,1.9,701+,3.1,701+,-
1201-1400,Seattle University,United States,5.4,601+,6.4,601+,32.2,490,2.1,701+,1.5,701+,13.2,656,6.3,701+,10.1,701+,2.4,701+,-
